127.0.0.1 - - [22/Feb/2024:08:24:58 +0545] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:36:04 +0545] "POST /Tender-App/order HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:36:04 +0545] "GET /Tender-App/order_success.jsp HTTP/1.1" 200 4409
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:36:06 +0545] "GET /Tender-App/index.jsp HTTP/1.1" 200 6405
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:36:08 +0545] "GET /Tender-App/order.jsp HTTP/1.1" 200 29211
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:36:17 +0545] "GET /Tender-App/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:36:17 +0545] "GET /Tender-App/login.jsp HTTP/1.1" 200 4791
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:36:28 +0545] "POST /Tender-App/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:36:28 +0545] "GET /Tender-App/admin/home.jsp HTTP/1.1" 200 5051
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:36:30 +0545] "GET /Tender-App/admin/bids.jsp HTTP/1.1" 200 48775
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:37:10 +0545] "GET /Tender-App/admin/comment.jsp?id=79 HTTP/1.1" 200 4611
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:37:20 +0545] "POST /Tender-App/update_status HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:37:20 +0545] "GET /Tender-App/admin/bids.jsp HTTP/1.1" 200 48743
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:37:31 +0545] "GET /Tender-App/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:37:31 +0545] "GET /Tender-App/login.jsp HTTP/1.1" 200 4791
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:37:40 +0545] "POST /Tender-App/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:37:40 +0545] "GET /Tender-App/index.jsp HTTP/1.1" 200 6405
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:37:41 +0545] "GET /Tender-App/order.jsp HTTP/1.1" 200 29148
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:37:54 +0545] "GET /Tender-App/Viewall.jsp HTTP/1.1" 200 11174
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:38:05 +0545] "GET /Tender-App/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:38:05 +0545] "GET /Tender-App/login.jsp HTTP/1.1" 200 4791
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:38:13 +0545] "POST /Tender-App/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:38:13 +0545] "GET /Tender-App/admin/home.jsp HTTP/1.1" 200 5051
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:38:14 +0545] "GET /Tender-App/admin/bids.jsp HTTP/1.1" 200 48668
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:38:41 +0545] "GET /Tender-App/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:38:41 +0545] "GET /Tender-App/login.jsp HTTP/1.1" 200 4791
0:0:0:0:0:0:0:1 - - [22/Feb/2024:09:12:25 +0545] "GET /Tender-App/ HTTP/1.1" 200 5929
0:0:0:0:0:0:0:1 - - [22/Feb/2024:09:12:28 +0545] "GET /Tender-App/login.jsp HTTP/1.1" 200 4773
